text,emotion,emotion_code,processed_text
"Okay,",neutral,6,"Okay ,"
So what are you saying.  I should run him under hot water and bang his head against a table?,surprise,4,So what are you saying . I should run him under hot water and bang his head against a table ?
Thank you!,happiness,0,Thank you !
"Y'know, for me anyway.",sadness,1,"Y'know , for me anyway ."
I’m so proud of you.,happiness,0,I am so proud of you .
"Anyway, it wasn’t the robot, it was the guy who controls him.",neutral,6,"Anyway , it wasn’t the robot , it was the guy who controls him ."
Do you really want to throw that all away over a room?,sadness,1,Do you really want to throw that all away over a room ?
"I'll bet he's totally over me, I'll bet he's fine.",sadness,1,"I'll bet he's totally over me , I'll bet he's fine ."
But I'm the host!,surprise,4,But I am the host !
"Come on! When you go away, you-you have to play, it’s like a law!",sadness,1,"Come on ! When you go away , you-you have to play , it is like a law !"
"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",disgust,5,"The Celtics ? Ha . They couldn't hit a boat if . . . wait . They suck , alright ?"
Does that seem like something you can do.,anger,2,Does that seem like something you can do .
A hundred and forty-five pounds.,disgust,5,A hundred and forty-five pounds .
"You see you can’t tell which one is which either, dwha!!",surprise,4,"You see you cannot tell which one is which either , dwha ! !"
"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",sadness,1,"No-no hey buddy , please let me dance with that girl , I really like her and I think I have a shot ."
No! Don’t say that! Don’t say that!,fear,3,No ! Do not say that ! Do not say that !
"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",surprise,4,"Wow ! Kind of uh , kind of a full house here . I’ll guess just…I’ll come back ."
"I'm so bored! Stupid rain, we... we can't do anything.",sadness,1,"I am so bored ! Stupid rain , we . . . we can't do anything ."
What?!,surprise,4,What ? !
What?! I didn't touch a guitar!,surprise,4,What ? ! I didn't touch a guitar !
"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",disgust,5,"Did anybody else feel they just wanted to peel the skin off their body , to have something else to do ?"
"This way I'm just y'know, the exotic, generous stranger.",happiness,0,"This way I am just y'know , the exotic , generous stranger ."
"So, could I just move in with you for a couple days?",neutral,6,"So , could I just move in with you for a couple days ?"
You didn’t just break up.,neutral,6,You didn’t just break up .
"Will you pick one, just pick one! Here, how about that one?",anger,2,"Will you pick one , just pick one ! Here , how about that one ?"
"You guys, can we please not watch this all right.",disgust,5,"You guys , can we please not watch this all right ."
Yeah. Why are you getting so upset?,surprise,4,Yeah . Why are you getting so upset ?
"Oh, uh, listen, about tonight...",sadness,1,"Oh , uh , listen , about tonight . . ."
This is not going to work.,anger,2,This is not going to work .
"We heard about your pants, I'm so sorry.",sadness,1,"We heard about your pants , I am so sorry ."
What do you mean this might be your only chance?,surprise,4,What do you mean this might be your only chance ?
"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",disgust,5,"And he's being Mr . Joe Sensitive , and she starts thinking 'Maybe this is the guy for me , because he understands me . '"
You’ve got to get out of here! Save yourself!,fear,3,You’ve got to get out of here ! Save yourself !
Ow! Did you just bite me?,surprise,4,Ow ! Did you just bite me ?
"Bing! We’re all set for tonight, 8 o’clock.",happiness,0,"Bing ! We are all set for tonight , 8 o’clock ."
My chair heals itself.,neutral,6,My chair heals itself .
Great! Thanks.,happiness,0,Great ! Thanks .
You had no right to tell me you ever had feelings for me.,anger,2,You had no right to tell me you ever had feelings for me .
He's a dropper!,anger,2,He's a dropper !
Ew! What is that? Something exploded!,disgust,5,Ew ! What is that ? Something exploded !
No! No!! It’s me! It’s me! I-I didn’t want to make any noise!,fear,3,No ! No ! ! It is me ! It is me ! I-I didn’t want to make any noise !
We’ll do a quick check.,neutral,6,We’ll do a quick check .
"Ross, it's too hard.",sadness,1,"Ross , it is too hard ."
"It have a fear of heights, you go to the top of the building!",fear,3,"It have a fear of heights , you go to the top of the building !"
No I don't! Stop it! Stop it! Stop it! Stop it!,anger,2,No I do not ! Stop it ! Stop it ! Stop it ! Stop it !
"Oh right, right.",neutral,6,"Oh right , right ."
What're we gonna do? What're we gonna do?,fear,3,What're we gonna do ? What're we gonna do ?
"Oh, I’m sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.",disgust,5,"Oh , I am sorry . Of course I mean that . Interesting idea , umm , talk about it , but no ."
What? Why? Where are you?,surprise,4,What ? Why ? Where are you ?
Everybody!!,surprise,4,Everybody ! !
Toby!,happiness,0,Toby !
"Monica. You’ve, you’ve done it right?",surprise,4,"Monica . You’ve , you’ve done it right ?"
"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonna be at that airport and I hope that she’ll be there too!",anger,2,"Look , look , your daughter and I are supposed to leave tonight for our honeymoon , now-now you-you tell her that I am gonna be at that airport and I hope that she’ll be there too !"
"A small puff of air, now come on!",anger,2,"A small puff of air , now come on !"
The baby’s coming and I don’t know what to do.,sadness,1,The baby’s coming and I do not know what to do .
No! I would never do that! You-you're like my brother!,sadness,1,No ! I would never do that ! You-you are like my brother !
Are you really gonna do this?,fear,3,Are you really gonna do this ?
Yes it has! I made cookies!,happiness,0,Yes it has ! I made cookies !
"Look look! It's Rachel and Barry. No, don't everybody look at once!",surprise,4,"Look look ! It is Rachel and Barry . No , do not everybody look at once !"
Seriously. What?!,surprise,4,Seriously . What ? !
...in love with you.,happiness,0,. . . in love with you .
There shouldn’t be all this rules and restrictions!,anger,2,There shouldn’t be all this rules and restrictions !
"No, this is pretty much it.",neutral,6,"No , this is pretty much it ."
"Oh what a great picture of your son,  strapping!",happiness,0,"Oh what a great picture of your son , strapping !"
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",happiness,0,"No . They said you 'Weren't believable as a human being . ' So , you can work on that ."
What do you think?,happiness,0,What do you think ?
"Phoebe, what? Umm...what?!",surprise,4,"Phoebe , what ? Umm . . . what ? !"
"You see that guy? He’s in classics now, but y'know as soon as we leave he’s going straight to the porn.",disgust,5,"You see that guy ? He’s in classics now , but y'know as soon as we leave he’s going straight to the porn ."
I can't believe that Ross is gone. It is just so sad.,sadness,1,I can't believe that Ross is gone . It is just so sad .
Joey!  We should just switch.,neutral,6,Joey ! We should just switch .
"Huh, Rach I got to say it’s gonna take a lot of money for me to go out on a date with a dude.",disgust,5,"Huh , Rach I got to say it is gonna take a lot of money for me to go out on a date with a dude ."
"The joke is not funny, and it’s offensive to women, and doctors, and monkeys!",disgust,5,"The joke is not funny , and it is offensive to women , and doctors , and monkeys !"
Ross! Can I talk to you for a second?,neutral,6,Ross ! Can I talk to you for a second ?
"Oh, Joey, I have such a problem!",fear,3,"Oh , Joey , I have such a problem !"
"OK, I need to lie down.",surprise,4,"OK , I need to lie down ."
"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",disgust,5,"Save it Red ! Unless you wanna spend the night in the slammer , you apologize to the tree ."
What are you writing?,neutral,6,What are you writing ?
"Well, it’s because I trust you, you’re one of my best friends, and you walked in on me when I was looking at ring brochures.",anger,2,"Well , it is because I trust you , you are one of my best friends , and you walked in on me when I was looking at ring brochures ."
"Anywhere that’s half-decent would’ve be booked months ago, Ross don’t you understand?",anger,2,"Anywhere that’s half-decent would’ve be booked months ago , Ross do not you understand ?"
"Yeah, that’s what I drive. I make four bucks an hour, I saved up for 350 years!",disgust,5,"Yeah , that’s what I drive . I make four bucks an hour , I saved up for 350 years !"
"Me? Oh, no, I am not an actress.",disgust,5,"Me ? Oh , no , I am not an actress ."
"So uh, who’s your photographer?",neutral,6,"So uh , who’s your photographer ?"
You’ve got to get out of here! Save yourself!,fear,3,You’ve got to get out of here ! Save yourself !
"You remember not having sex in high school, right?",sadness,1,"You remember not having sex in high school , right ?"
He’s taking off her coat!,disgust,5,He’s taking off her coat !
"Hey, guys, guys, did you see my new, china cabinet?!",happiness,0,"Hey , guys , guys , did you see my new , china cabinet ? !"
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",disgust,5,"Eww ! Look , I am asking a favor here . If I do this for her brother , maybe Angela will come back to me ."
"Ross, come on! Get in the bloody scrum! Ross, get in!",anger,2,"Ross , come on ! Get in the bloody scrum ! Ross , get in !"
"Why, exactly?",surprise,4,"Why , exactly ?"
"Rach, I told you everything I knew last night!",anger,2,"Rach , I told you everything I knew last night !"
Toby! I’m not gonna let you cover for him. Anything you say right now will just get me more upset with Chandler!,anger,2,Toby ! I am not gonna let you cover for him . Anything you say right now will just get me more upset with Chandler !
"I can’t believe her, y’know it’s just—it’s so typical.",disgust,5,"I cannot believe her , you know it is just—it is so typical ."
"Oh, well I tell Issac everything.",neutral,6,"Oh , well I tell Issac everything ."
"Please, what about you and Chandler?",anger,2,"Please , what about you and Chandler ?"
"Oh my God!! Do it!! Honey, you’ve waited",surprise,4,"Oh my God ! ! Do it ! ! Honey , you’ve waited"
"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust,5,"Well , I do not understand why Adrienne’s attracted to Victor ."
You didn’t notice she was wearing different clothes?!,surprise,4,You didn’t notice she was wearing different clothes ? !
"Sorry, I just…can’t sleep.",surprise,4,"Sorry , I just…cannot sleep ."
"I love the specifics, the specifics were the best part!",happiness,0,"I love the specifics , the specifics were the best part !"
Ahhhh!!,surprise,4,Ahhhh ! !
"Y'know I don’t, I don’t need them, huh, I’ve got you guys now as friends, you and Susan.",anger,2,"Y'know I do not , I do not need them , huh , I’ve got you guys now as friends , you and Susan ."
Brenda a bee!,fear,3,Brenda a bee !
Thank you…we’re so excited,happiness,0,Thank you…we are so excited
Well what are you gonna do when he finds out he wasn’t even asked?!,sadness,1,Well what are you gonna do when he finds out he wasn’t even asked ? !
"I mean this-this is clearly very, very important to you, to us!",happiness,0,"I mean this-this is clearly very , very important to you , to us !"
What's that?,neutral,6,What's that ?
Yes! And he said really mean things that were only partly true.,sadness,1,Yes ! And he said really mean things that were only partly true .
They-they-they can smell fear.,fear,3,They-they-they can smell fear .
"Oh.  Wow!  Huh.  Boy!  Well, someone’s been doing their homework.",surprise,4,"Oh . Wow ! Huh . Boy ! Well , someone’s been doing their homework ."
"I hang out with you guys, and he stars in a drag show in Vegas.",disgust,5,"I hang out with you guys , and he stars in a drag show in Vegas ."
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",happiness,0,"Hey ! Hey ! Hey ! This is 92 . 3 , WXRK , K-Rock for our $1 , 000 daily challenge ."
"I mean, why all the sudden are you so... Oh.",surprise,4,"I mean , why all the sudden are you so . . . Oh ."
"Umm look, you’re coming on a little strong.",fear,3,"Umm look , you are coming on a little strong ."
"Run! Run you crazy, rich freak!",fear,3,"Run ! Run you crazy , rich freak !"
"All right, I promise. I’ll fix this. I swear. I’ll-I’ll-I’ll-I’ll talk to her.",fear,3,"All right , I promise . I’ll fix this . I swear . I’ll-I’ll-I’ll-I’ll talk to her ."
"Y’know, I ended up having a really good time.",happiness,0,"You know , I ended up having a really good time ."
"I mean, I…I’m never gonna have a first kiss again.",sadness,1,"I mean , I…I am never gonna have a first kiss again ."
Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?,sadness,1,Oh that’s five Ross . Five women have had five babies ! And I have had no babies ! Why doesn’t she want to come out ?
I feel like we’re the only two people in the world.  Oops. Sorry.,happiness,0,I feel like we are the only two people in the world . Oops . Sorry .
"All right. All right, I’ll do it.",sadness,1,"All right . All right , I’ll do it ."
"It took you that long to figure it out, huh?",surprise,4,"It took you that long to figure it out , huh ?"
"No, but you're questioning my method!",anger,2,"No , but you are questioning my method !"
"Umm, but I think if you give me umm, one chance I can, I can change your mind.",fear,3,"Umm , but I think if you give me umm , one chance I can , I can change your mind ."
"And she was like ""Oh, don't worry!",sadness,1,"And she was like ""Oh , do not worry !"
No-no-no-no!,fear,3,No-no-no-no !
That's it. That's my worse Thanksgiving.,sadness,1,That's it . That's my worse Thanksgiving .
"Oh, was she hot.",happiness,0,"Oh , was she hot ."
It-it—The point is my natural charisma has made him fail his midterm.,sadness,1,It-it—The point is my natural charisma has made him fail his midterm .
The whole universe!,happiness,0,The whole universe !
What happened?!!,surprise,4,What happened ? ! !
Monica kinda trusted me with something and she shouldn’t have!,fear,3,Monica kinda trusted me with something and she shouldn’t have !
My mommies love me. That's clever.,happiness,0,My mommies love me . That's clever .
Don’t go!,sadness,1,Do not go !
Ross! I think she is trying to make something happen with you to get back at me!,anger,2,Ross ! I think she is trying to make something happen with you to get back at me !
Did you hear that? Kori Weston had a crush on me!!,happiness,0,Did you hear that ? Kori Weston had a crush on me ! !
This isn’t funny!,anger,2,This isn’t funny !
You are asking me to be your wife!,anger,2,You are asking me to be your wife !
"A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!",disgust,5,"A Magic Eight ball ? ! You can't be serious , you can't make this decision with a toy !"
My foot is stuck in the pocket.,sadness,1,My foot is stuck in the pocket .
Jill says vestibule... I'm going with vestibule.,neutral,6,Jill says vestibule . . . I am going with vestibule .
No-no-no! We gotta go! Come on!  Here we go.,fear,3,No-no-no ! We gotta go ! Come on ! Here we go .
"Now that you’re on you’re own, you’re free to look as stupid as you like.",anger,2,"Now that you are on you are own , you are free to look as stupid as you like ."
Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?,anger,2,Oh really ? That’s how treat a friend ? You get her in trouble and then refuse to marry her ?
It’s just if-if we got together again and it didn’t work out…I could never do that to Emma.,sadness,1,It is just if-if we got together again and it didn’t work out…I could never do that to Emma .
"No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!",anger,2,"No ! No , you can't arrest me ! No ! ! I won't go back ! I won't go back to that hell hole ! !"
Hmm. Do you sleep with women and never call them again?,neutral,6,Hmm . Do you sleep with women and never call them again ?
Hey he's wearing a sweater.,surprise,4,Hey he's wearing a sweater .
It tastes like feet!,disgust,5,It tastes like feet !
"I don’t know, I hardly ever say that about people.",neutral,6,"I do not know , I hardly ever say that about people ."
"Oh no, one of those ‘look for the hidden meaning’ songs.",neutral,6,"Oh no , one of those ‘look for the hidden meaning’ songs ."
Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,happiness,0,Well . Sounds like you are writing yourself a little play there Rach . Wow ! Let me know how that one turns out .
You don't think they'll judge and ridicule me?,fear,3,You do not think they'll judge and ridicule me ?
The week after that?,happiness,0,The week after that ?
Oh uh…I actually came here to ask you out.,fear,3,Oh uh…I actually came here to ask you out .
"Oh, I thought there was a mirror there. Okay, bye-bye.",neutral,6,"Oh , I thought there was a mirror there . Okay , bye-bye ."
Here comes the bride.,happiness,0,Here comes the bride .
"Wha, heh, how could you know, I don't even know!",surprise,4,"Wha , heh , how could you know , I do not even know !"
Ew! Ew! Ew! Ew! Ew! Ew!,disgust,5,Ew ! Ew ! Ew ! Ew ! Ew ! Ew !
What’s wrong with you?,disgust,5,What’s wrong with you ?
Wait-wait where are you going? Where are you going?,fear,3,Wait-wait where are you going ? Where are you going ?
"Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.",surprise,4,"You know how before you said it might be weird , the whole student teacher thing , and to be frank I thought it would be too , but it is not ."
"Hey, I wasn't the only one who looked like an idiot.",neutral,6,"Hey , I wasn't the only one who looked like an idiot ."
We are bad people.,disgust,5,We are bad people .
No?,surprise,4,No ?
Tulsa is Italy—Please don’t make me go  there!,fear,3,Tulsa is Italy—Please do not make me go there !
"Oh, Joey, I have such a problem!",fear,3,"Oh , Joey , I have such a problem !"
"Joey, this is",neutral,6,"Joey , this is"
"You know, but of course, like, after that you can't possibly think of anything else, and you can't, you know, stop what your doing.",anger,2,"You know , but of course , like , after that you can't possibly think of anything else , and you can't , you know , stop what your doing ."
"I mean we’re not, we’re not gonna live together anymore?",sadness,1,"I mean we are not , we are not gonna live together anymore ?"
Oh! Oh!,disgust,5,Oh ! Oh !
I can't believe that Ross is gone. It is just so sad.,sadness,1,I can't believe that Ross is gone . It is just so sad .
He's gonna stick around and talk to the daughter he abandoned!,sadness,1,He's gonna stick around and talk to the daughter he abandoned !
Why should I help you?!,anger,2,Why should I help you ? !
"I mean look, that-that one night we had was fun and…and certainly passionate, but don’t you think it’s better if we just stayed friends?",sadness,1,"I mean look , that-that one night we had was fun and…and certainly passionate , but do not you think it is better if we just stayed friends ?"
Oh my God! Oh my God! I’m so sorry!,fear,3,Oh my God ! Oh my God ! I am so sorry !
Hey P,neutral,6,Hey P
"I’m just saying, this woman, I mean she’s fictitious. No?",surprise,4,"I am just saying , this woman , I mean she’s fictitious . No ?"
"You see you can’t tell which one is which either, dwha!!",surprise,4,"You see you cannot tell which one is which either , dwha ! !"
"Ow, I'm just going over the script now! You wanna read lines with    me?",surprise,4,"Ow , I am just going over the script now ! You wanna read lines with me ?"
"Uh, Kristen Riggs, this is Carol Willick.",neutral,6,"Uh , Kristen Riggs , this is Carol Willick ."
"Yes it is! From now on, I have no first name.",anger,2,"Yes it is ! From now on , I have no first name ."
Bamboozled?,surprise,4,Bamboozled ?
"Wow! Yeah I ah, I gave up a job too.",anger,2,"Wow ! Yeah I ah , I gave up a job too ."
They taste so good.,happiness,0,They taste so good .
"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",anger,2,"Oh , I am still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves , so by supporting them , I am doing a good thing , but I am not"
David!  What-what are you doing here? Aren’t you supposed to be in Russia?,surprise,4,David ! What-what are you doing here ? Aren’t you supposed to be in Russia ?
"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",fear,3,"Oh yeah well , you know me , babies , responsibilities , ahhh ! ! !"
"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",disgust,5,"And pretty soon you will be like , 'Hhiii , ' and , and , and , 'I can't go , Rachel and Mark might be there . '"
"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",sadness,1,"The Empty Vase is not about you . My baby , you make me so sad that you would think this ."
Y’know I don’t understand why they didn’t cry. It was a beautiful speech.,sadness,1,You know I do not understand why they didn’t cry . It was a beautiful speech .
More tea?,neutral,6,More tea ?
"Umm, hey, a couple of questions though.",neutral,6,"Umm , hey , a couple of questions though ."
Now just tell Emily that I love her and that I can’t imagine spending my life with anyone else.,anger,2,Now just tell Emily that I love her and that I cannot imagine spending my life with anyone else .
Who is being loud?,anger,2,Who is being loud ?
"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",neutral,6,"All right look , you are going to have to go there yourself now , okay , make a few surprise visits ."
Oh gosh!,surprise,4,Oh gosh !
Does it?,fear,3,Does it ?
It just doesn't matter how I feel.,sadness,1,It just doesn't matter how I feel .
"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",sadness,1,"I mean , well , 'cause when I was growing up , you know my dad left , and my mother died , and my stepfather went to jail , so I barely had enough pieces of parents to make one whole one ."
"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",fear,3,"I know , I probably shouldn't even tell you this , but I am pretty much totally intimidated by you ."
Y’know what Greg?,anger,2,You know what Greg ?
"No thanks, Mom!",disgust,5,"No thanks , Mom !"
The three losers.,sadness,1,The three losers .
Stop it!,happiness,0,Stop it !
"Hey, my Father’s house does that!",surprise,4,"Hey , my Father’s house does that !"
"Whoa!! That—okay, that’s a",disgust,5,"Whoa ! ! That—okay , that’s a"
"She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!",happiness,0,"She is kidding , but do not ever disagree with her again . Okay , now I am kidding !"
Since then?!,surprise,4,Since then ? !
"Oh, you’re so lucky. My fiancee wants the heavy metal band Carcass.",sadness,1,"Oh , you are so lucky . My fiancee wants the heavy metal band Carcass ."
"You see that guy? He’s in classics now, but y'know as soon as we leave he’s going straight to the porn.",disgust,5,"You see that guy ? He’s in classics now , but y'know as soon as we leave he’s going straight to the porn ."
Great scene yeah?,happiness,0,Great scene yeah ?
Ohhhhhhhh God.,surprise,4,Ohhhhhhhh God .
What about these? These look the same?,neutral,6,What about these ? These look the same ?
Our eyes are closed and we’re about to cross the street. Very good.,happiness,0,Our eyes are closed and we are about to cross the street . Very good .
Don’t get to excited because that’s not gonna happen unless you get—No way!,surprise,4,Do not get to excited because that’s not gonna happen unless you get—No way !
I just didn’t see the fast song coming.,surprise,4,I just didn’t see the fast song coming .
"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",sadness,1,"Aw , honey it is not your fault , y'know this is who you are , and I love you , and I want us to be friends , and if I keep living here I do not see that happening ."
"Oh, my baby!",sadness,1,"Oh , my baby !"
Oh my god. You are pure evil.,disgust,5,Oh my god . You are pure evil .
"Yeah, I don't like that word.",disgust,5,"Yeah , I do not like that word ."
"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",neutral,6,"Okay , now will you guys get out of here ? I want this is to be a surprise and she’s gonna know ."
"But if you’re thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism, well you’d be wrong.",neutral,6,"But if you are thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism , well you’d be wrong ."
"Okay, whatever, I really haven’t thought about it that much.",neutral,6,"Okay , whatever , I really haven’t thought about it that much ."
"Oh my God!! Ohh, that is it! I’m leaving! You are just a horrible person!",disgust,5,"Oh my God ! ! Ohh , that is it ! I am leaving ! You are just a horrible person !"
"Ok, pure evil , horny and alone . I've done this",anger,2,"Ok , pure evil , horny and alone . I've done this"
"Of course, you did.",happiness,0,"Of course , you did ."
"""We were on a break!""",anger,2,"""We were on a break ! """
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",sadness,1,"I am sorry . I am sorry , Phoebe . It is just a little shorter than what we had discussed ."
"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",anger,2,"Look , Joey , Kathy is clearly not fulfilling your emotional needs ."
"Okay, and-and I promise that I’ll keep you safe and warm until you’re ready to have them take you home, so… Oh!",happiness,0,"Okay , and-and I promise that I’ll keep you safe and warm until you are ready to have them take you home , so… Oh !"
"Good, good, good, good, good.",happiness,0,"Good , good , good , good , good ."
Really? They love him down on six.,surprise,4,Really ? They love him down on six .
"Yeah, I’ve been thinking a lot about you too.",neutral,6,"Yeah , I’ve been thinking a lot about you too ."
"Well, I-I gotta go break up with Bonnie.",sadness,1,"Well , I-I gotta go break up with Bonnie ."
"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",surprise,4,"Oh , I can't believe my sperm have low motility because , let me tell you , when I was growing up they sure seem to be in a hurry to get places !"
But they don't see all the wonderfulness that I see.,happiness,0,But they do not see all the wonderfulness that I see .
"Okay, hating this.",disgust,5,"Okay , hating this ."
Would you stop?,anger,2,Would you stop ?
"And you! I throw myself at you and you say no, how gay are you?",anger,2,"And you ! I throw myself at you and you say no , how gay are you ?"
"Okay, they even have actors coming in to read for my part!",fear,3,"Okay , they even have actors coming in to read for my part !"
How can I accept that...,sadness,1,How can I accept that . . .
Woo-hoo!!,happiness,0,Woo-hoo ! !
"Okay, it's a typical New York City apartment. Two girls are just hanging out.",neutral,6,"Okay , it is a typical New York City apartment . Two girls are just hanging out ."
"In the moment, yeah.",neutral,6,"In the moment , yeah ."
"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",fear,3,"Umm , about that-that-that last move where the woman tripped you and then pinned you to the floor , what-what-what-what would you do next ?"
Okay.  My word! Those are snug.,surprise,4,Okay . My word ! Those are snug .
"Oh yeah, me too. Y'know if this shirt is dirty.  Yep.",neutral,6,"Oh yeah , me too . Y'know if this shirt is dirty . Yep ."
"No I mean—No not you, not you, you—you",fear,3,"No I mean—No not you , not you , you—you"
"You should, you should ask Rachel to help.",neutral,6,"You should , you should ask Rachel to help ."
"I know Mona, just hear me out.",neutral,6,"I know Mona , just hear me out ."
I wash the toilet 17 times a day.,anger,2,I wash the toilet 17 times a day .
"No-no, Rachel, don’t get it! He can’t see us!",fear,3,"No-no , Rachel , do not get it ! He cannot see us !"
Closer than here?,neutral,6,Closer than here ?
All you had to do was buy the card!,anger,2,All you had to do was buy the card !
We should defiantly play football more often. Maybe there’s a like league we could join or something.,neutral,6,We should defiantly play football more often . Maybe there’s a like league we could join or something .
I-I studied evolution.,happiness,0,I-I studied evolution .
"Oh no, no-no-no-no! I don't want to know!",fear,3,"Oh no , no-no-no-no ! I do not want to know !"
"Your good heart Rach,  and, and....",sadness,1,"Your good heart Rach , and , and . . . ."
"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",disgust,5,"See , there's always one guy . ""If I had a wish , I'd wish for three more wishes . """
"Eww! Oh, it’s all dirty. You should throw this out.",disgust,5,"Eww ! Oh , it is all dirty . You should throw this out ."
"Whoa! Whoa! Whoa, Joey!",surprise,4,"Whoa ! Whoa ! Whoa , Joey !"
Oh my good God.,disgust,5,Oh my good God .
"I'm twelve, I'm not stupid.",fear,3,"I am twelve , I am not stupid ."
"Oh yeah. Boy, urine cuts",disgust,5,"Oh yeah . Boy , urine cuts"
Hey he's wearing a sweater.,surprise,4,Hey he's wearing a sweater .
"No-no! Big bear! Big bear outside! I think I-I—would you—actually, would you go check on that?",fear,3,"No-no ! Big bear ! Big bear outside ! I think I-I—would you—actually , would you go check on that ?"
"Y’know, I wish I could get him to open up a little bit, share some feelings.",sadness,1,"You know , I wish I could get him to open up a little bit , share some feelings ."
"Oh really? Uh, Monica said she had a date at 9:00.",surprise,4,"Oh really ? Uh , Monica said she had a date at 9 : 00 ."
Are you hot?,neutral,6,Are you hot ?
No no no! Federal regulations!,anger,2,No no no ! Federal regulations !
"Oh, we're gonna flip for the baby?",surprise,4,"Oh , we're gonna flip for the baby ?"
"Oh, I’m sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.",disgust,5,"Oh , I am sorry . Of course I mean that . Interesting idea , umm , talk about it , but no ."
It was the ring!,anger,2,It was the ring !
"Oh, look, look, he's closing his eyes.  Look, he's opening his eyes.",happiness,0,"Oh , look , look , he's closing his eyes . Look , he's opening his eyes ."
I-I’m really sorry.,sadness,1,I-I am really sorry .
"Well, I don’t think this, y'know.",neutral,6,"Well , I do not think this , y'know ."
"Oh yeah? Well, I'm rubber, you're glue, whatever——can't do it.  Listen, uh- gimme back my puck.",anger,2,"Oh yeah ? Well , I am rubber , you are glue , whatever——can't do it . Listen , uh- gimme back my puck ."
"I’m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",disgust,5,"I am torn , between my integrity and my desire to avoid a beating . But I must be honest , your soap is abysmal ."
"Yeah, I gotta go.",fear,3,"Yeah , I gotta go ."
"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear,3,"Please , right now , no , every time I see him it is like ‘Is it on the lose ? ’ ‘Is it watching me ? ’"
"He thinks Monica is empty, she is the empty vase!",surprise,4,"He thinks Monica is empty , she is the empty vase !"
"We are good, interesting, funny people with",anger,2,"We are good , interesting , funny people with"
"No-no, I’m…I’m sure no one was looking. Just want some privacy.",neutral,6,"No-no , I’m…I am sure no one was looking . Just want some privacy ."
Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.,sadness,1,Why not ? I do not want to do this alone ! And he’s such a sweet guy and he loves me so much .
"Well, it’s just the reason that I’m asking is because I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t….",fear,3,"Well , it is just the reason that I am asking is because I kind of eh , uh , I was unable to—I mean I really wanted to , but I couldn’t… ."
"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",anger,2,"Y'know I mean it was really exciting at first but now it is like , okay , so where are we gonna eat ever ?"
Sure! Why?,surprise,4,Sure ! Why ?
That was a test!,fear,3,That was a test !
