text,emotion,emotion_code,sub_emotion,processed_text
We had not already seen in Spakenburg that Danishia is a cheerful type ...,happiness,0,amusement,We had not already seen in Spakenburg that Danishia is a cheerful type . . .
that preferably everything flagged away?,surprise,4,curiosity,that preferably everything flagged away ?
"This is the first scissors I have driven, yes.",happiness,0,pride,"This is the first scissors I have driven , yes ."
I see a pattern.,neutral,6,realization,I see a pattern .
"Look, Danishia!",happiness,0,excitement,"Look , Danishia !"
"Yes, I know what I did.",neutral,6,realization,"Yes , I know what I did ."
"Yes, but if you do this up, then you have lost me.",sadness,1,disappointment,"Yes , but if you do this up , then you have lost me ."
If you rande everything on that wall ...,surprise,4,confusion,If you rande everything on that wall . . .
She also touches everything. Jesus.,anger,2,annoyance,She also touches everything . Jesus .
"Park, tap, branch, tap.",neutral,6,neutral,"Park , tap , branch , tap ."
"Iris, ready. Oh, cunt.",anger,2,annoyance,"Iris , ready . Oh , cunt ."
"I know what I did, but we just have to continue.",happiness,0,optimism,"I know what I did , but we just have to continue ."
"Stay calm. The rest is going well, dude.",neutral,6,neutral,"Stay calm . The rest is going well , dude ."
"Oh, no.",sadness,1,disappointment,"Oh , no ."
I'm stuck. He doesn't do it.,anger,2,annoyance,I am stuck . He doesn't do it .
"At least, until you look a little up close.",surprise,4,curiosity,"At least , until you look a little up close ."
"Yes, then crooked. Maybe it works then.",neutral,6,neutral,"Yes , then crooked . Maybe it works then ."
"Oh, go skewed. Yes, yes, yes.",happiness,0,excitement,"Oh , go skewed . Yes , yes , yes ."
No! Is not coming out either.,anger,2,annoyance,No ! Is not coming out either .
But at least that is still a bit controlled.,happiness,0,relief,But at least that is still a bit controlled .
"And. And, stop. And, oh, shit.",anger,2,annoyance,"And . And , stop . And , oh , shit ."
And finally she is in between.,happiness,0,relief,And finally she is in between .
Oeh! Oeh! Oeh!,surprise,4,surprise,Oeh ! Oeh ! Oeh !
"Jesus, after 20 attempts.",anger,2,annoyance,"Jesus , after 20 attempts ."
"Now, be proud of, maid. Anyone.",happiness,0,pride,"Now , be proud of , maid . Anyone ."
It's all fine.,neutral,6,neutral,It is all fine .
You have to submit now. Yes? To which side?,surprise,4,confusion,You have to submit now . Yes ? To which side ?
You then pass by. Okay.,neutral,6,neutral,You then pass by . Okay .
Ah!,surprise,4,surprise,Ah !
Ah!,surprise,4,surprise,Ah !
"Oh my God! Yes, but you said. What do you mean?",surprise,4,confusion,"Oh my God ! Yes , but you said . What do you mean ?"
"Jesus, Mina.",anger,2,annoyance,"Jesus , Mina ."
I've never seen this.,surprise,4,surprise,I've never seen this .
I've never seen this.,surprise,4,surprise,I've never seen this .
I can't see if I am on this thing?,surprise,4,confusion,I can't see if I am on this thing ?
If you already feel that you are driving on it ...,neutral,6,realization,If you already feel that you are driving on it . . .
You can see me again with your front wheel too.,neutral,6,neutral,You can see me again with your front wheel too .
Is she called a car herself?,surprise,4,curiosity,Is she called a car herself ?
"I don't hope so. Yes, a bumper car, I think.",happiness,0,amusement,"I do not hope so . Yes , a bumper car , I think ."
What are you doing?,surprise,4,confusion,What are you doing ?
Back. Back. Ooh!,neutral,6,neutral,Back . Back . Ooh !
Pumps him.,neutral,6,neutral,Pumps him .
HUPTE. Oh!,surprise,4,surprise,HUPTE . Oh !
LAUGHTER,happiness,0,amusement,LAUGHTER
But they are going well.,happiness,0,optimism,But they are going well .
Oh!,surprise,4,surprise,Oh !
Why does she ride it?,surprise,4,curiosity,Why does she ride it ?
Just ignorance. Want to be too fast.,anger,2,annoyance,Just ignorance . Want to be too fast .
Can Denise pick up the concrete cross in the same test?,surprise,4,curiosity,Can Denise pick up the concrete cross in the same test ?
"I really have, yes, a bit of such a fear of fear.",fear,3,fear,"I really have , yes , a bit of such a fear of fear ."
"And from, yes, it is no longer possible.",sadness,1,disappointment,"And from , yes , it is no longer possible ."
"And a bit ... stop, stop, stop!",fear,3,fear,"And a bit . . . stop , stop , stop !"
You have one thing there. O.,surprise,4,confusion,You have one thing there . O .
"Yes, it's really going that bad.",sadness,1,disappointment,"Yes , it is really going that bad ."
What are you doing?,surprise,4,confusion,What are you doing ?
It's not going.,sadness,1,disappointment,It is not going .
"Stop, stop, stop.",fear,3,fear,"Stop , stop , stop ."
"No, it's not going here.",sadness,1,disappointment,"No , it is not going here ."
"Yes, but look, now I'm against this car.",anger,2,annoyance,"Yes , but look , now I am against this car ."
"Yes, I miss this mirror now, so ...",neutral,6,neutral,"Yes , I miss this mirror now , so . . ."
"O. Yes, you say now it is going well.",surprise,4,confusion,"O . Yes , you say now it is going well ."
"And then I clock, yes.",neutral,6,neutral,"And then I clock , yes ."
I don't know which mirror you are looking.,surprise,4,confusion,I do not know which mirror you are looking .
We go straight on. Okay.,neutral,6,neutral,We go straight on . Okay .
She goes again. She goes again.,neutral,6,neutral,She goes again . She goes again .
"Yes, you say turn back.",surprise,4,confusion,"Yes , you say turn back ."
What is this?,surprise,4,confusion,What is this ?
I really think I have to stop. Take it off.,neutral,6,realization,I really think I have to stop . Take it off .
"Yes, it's not going anymore. I see it, I notice it.",sadness,1,disappointment,"Yes , it is not going anymore . I see it , I notice it ."
It's not going anymore. Come out.,sadness,1,disappointment,It is not going anymore . Come out .
"Yes, I don't know. I just have a blockade.",anger,2,annoyance,"Yes , I do not know . I just have a blockade ."
And yes ... we know enough now.,neutral,6,realization,And yes . . . we know enough now .
Okay. We know enough now.,neutral,6,realization,Okay . We know enough now .
"Oh yes, of course I can't do here.",neutral,6,realization,"Oh yes , of course I can't do here ."
"Erik, we have to go to you.",neutral,6,neutral,"Erik , we have to go to you ."
Mine can no longer be open.,neutral,6,neutral,Mine can no longer be open .
MUSIC,neutral,6,neutral,MUSIC
Marjolein closes just as more.,neutral,6,neutral,Marjolein closes just as more .
LAUGHTER,happiness,0,amusement,LAUGHTER
The WIP-Wap will be a success.,happiness,0,optimism,The WIP-Wap will be a success .
Stress of the almost accident seems to be forgotten again.,happiness,0,relief,Stress of the almost accident seems to be forgotten again .
It went controlled. Yes.,happiness,0,relief,It went controlled . Yes .
"So you know, you can do it somewhere.",happiness,0,optimism,"So you know , you can do it somewhere ."
Oh!,surprise,4,surprise,Oh !
Do calmly. I am convinced that it will come ok.,happiness,0,optimism,Do calmly . I am convinced that it will come ok .
"Look, he's stuck.",neutral,6,neutral,"Look , he's stuck ."
"I can't open anymore. Yes, he's stuck.",anger,2,annoyance,"I can't open anymore . Yes , he's stuck ."
"Yes, it actually comes loose.",happiness,0,relief,"Yes , it actually comes loose ."
It has become a cookie tin.,happiness,0,amusement,It has become a cookie tin .
Cheer,happiness,0,joy,Cheer
I just didn't have it well.,neutral,6,neutral,I just didn't have it well .
"I just didn't have it well, that bend.",neutral,6,neutral,"I just didn't have it well , that bend ."
I really didn't have it well.,neutral,6,neutral,I really didn't have it well .
So yes ...,neutral,6,neutral,So yes . . .
Can I congratulate you?,surprise,4,curiosity,Can I congratulate you ?
Yes. What do you think you want to congratulate with?,surprise,4,curiosity,Yes . What do you think you want to congratulate with ?
With the fact that I survived.,happiness,0,relief,With the fact that I survived .
No. Oh.,surprise,4,surprise,No . Oh .
I have to congratulate you that I have been in the worst driver in the Netherlands for seven years.,happiness,0,amusement,I have to congratulate you that I have been in the worst driver in the Netherlands for seven years .
The first time is that after 200 meters someone drives out the entire side.,surprise,4,surprise,The first time is that after 200 meters someone drives out the entire side .
And.,neutral,6,neutral,And .
Cheer,happiness,0,joy,Cheer
Why don't you stop? I think I said stop or something or brake.,anger,2,annoyance,Why do not you stop ? I think I said stop or something or brake .
Yes. I think I'm in a kind of ...,surprise,4,confusion,Yes . I think I am in a kind of . . .
"Laughing shower? No, yes. Mindset.",happiness,0,amusement,"Laughing shower ? No , yes . Mindset ."
And I just didn't get out of it anymore.,anger,2,annoyance,And I just didn't get out of it anymore .
You understand that a normal person after such an accident ...,neutral,6,realization,You understand that a normal person after such an accident . . .
Just have to catch your breath and really stops. Yes.,neutral,6,realization,Just have to catch your breath and really stops . Yes .
Okay. Yeah.,neutral,6,neutral,Okay . Yeah .
I really feel it on my leg.,neutral,6,neutral,I really feel it on my leg .
This is really incredible.,surprise,4,surprise,This is really incredible .
It is incomprehensible.,surprise,4,confusion,It is incomprehensible .
Can anyone go home already?,surprise,4,curiosity,Can anyone go home already ?
After all the years that I present this program ...,happiness,0,pride,After all the years that I present this program . . .
I have never been able to shoot anyone in my episode 1.,surprise,4,surprise,I have never been able to shoot anyone in my episode 1 .
"Oeh, Oeh, Oeh.",surprise,4,surprise,"Oeh , Oeh , Oeh ."
Aaaaah!,surprise,4,surprise,Aaaaah !
"Oeh, Oeh, Oeh.",surprise,4,surprise,"Oeh , Oeh , Oeh ."
"Oeh, Oeh, Oeh.",surprise,4,surprise,"Oeh , Oeh , Oeh ."
Aaaaah!,surprise,4,surprise,Aaaaah !
Aaaaah!,surprise,4,surprise,Aaaaah !
See you next week.,neutral,6,neutral,See you next week .
Next week the accident of Danicia appears to be far from forgotten.,sadness,1,sadness,Next week the accident of Danicia appears to be far from forgotten .
That is very scary for me to get back in again.,fear,3,fear,That is very scary for me to get back in again .
Is there a new concrete wall on it?,surprise,4,curiosity,Is there a new concrete wall on it ?
And are we going through a night?,surprise,4,curiosity,And are we going through a night ?
Oh!,surprise,4,surprise,Oh !
Aaaaah!,surprise,4,surprise,Aaaaah !
Aaaaah!,surprise,4,surprise,Aaaaah !
TV Gelderland 2021,neutral,6,neutral,TV Gelderland 2021
TV Gelderland 2021,neutral,6,neutral,TV Gelderland 2021
This is my decision. The case has been finished. Thank you.,neutral,6,neutral,This is my decision . The case has been finished . Thank you .
"If she falls down the stairs, I wouldn't mind. No.",anger,2,anger,"If she falls down the stairs , I wouldn't mind . No ."
"If she does sitting down, you are the time of the judge.",surprise,4,confusion,"If she does sitting down , you are the time of the judge ."
Do you want to take those words back very quickly?,anger,2,annoyance,Do you want to take those words back very quickly ?
I am on my way to Gorkum.,neutral,6,neutral,I am on my way to Gorkum .
The 78-year-old Teunie lives there in a nice apartment with a private parking space.,neutral,6,neutral,The 78-year-old Teunie lives there in a nice apartment with a private parking space .
"Well, super deluxe, thick for each other, you would think.",neutral,6,neutral,"Well , super deluxe , thick for each other , you would think ."
But nothing could be further from the truth.,sadness,1,disappointment,But nothing could be further from the truth .
"Because since a few years, Teunie is annoyed by the parking behavior of her neighbors.",anger,2,annoyance,"Because since a few years , Teunie is annoyed by the parking behavior of her neighbors ."
They put their cars in such a way that Teunie can no longer go anywhere.,anger,2,annoyance,They put their cars in such a way that Teunie can no longer go anywhere .
You have to stick to the regulations and there is a P in the parking space.,anger,2,annoyance,You have to stick to the regulations and there is a P in the parking space .
"The neighbors in question, Olga and her family, do not understand what the neighbor is so concerned about.",surprise,4,confusion,"The neighbors in question , Olga and her family , do not understand what the neighbor is so concerned about ."
She always has enough room to park her parent.,neutral,6,neutral,She always has enough room to park her parent .
"No, there is another problem.",neutral,6,realization,"No , there is another problem ."
And that lies with Teunie himself.,neutral,6,neutral,And that lies with Teunie himself .
She just has to stop that eternal whining.,anger,2,annoyance,She just has to stop that eternal whining .
We really do not stand in the way of anyone.,neutral,6,neutral,We really do not stand in the way of anyone .
"In the meantime, the neighbors are driving each other considerably in the wheels.",anger,2,annoyance,"In the meantime , the neighbors are driving each other considerably in the wheels ."
And so it is high time that Master Visser and I travel to Gorkum ...,happiness,0,optimism,And so it is high time that Master Visser and I travel to Gorkum . . .
Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,6,neutral,Error 500 ( Server Error ) ! ! 1500 . That’s an error . There was an error . Please try again later . That’s all we know .
Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,6,neutral,Error 500 ( Server Error ) ! ! 1500 . That’s an error . There was an error . Please try again later . That’s all we know .
Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,6,neutral,Error 500 ( Server Error ) ! ! 1500 . That’s an error . There was an error . Please try again later . That’s all we know .
Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,6,neutral,Error 500 ( Server Error ) ! ! 1500 . That’s an error . There was an error . Please try again later . That’s all we know .
The neighbors from that side.,neutral,6,neutral,The neighbors from that side .
We live here with great pleasure with our dogs and our family.,happiness,0,joy,We live here with great pleasure with our dogs and our family .
Only our living pleasure is greatly equaled ...,sadness,1,disappointment,Only our living pleasure is greatly equaled . . .
Because of the constant whining of our neighbor.,anger,2,annoyance,Because of the constant whining of our neighbor .
"Look, this is what it's all about, huh.",anger,2,annoyance,"Look , this is what it is all about , huh ."
Two cars in a row.,neutral,6,neutral,Two cars in a row .
"But the neighbors have shit, so they just keep going.",anger,2,anger,"But the neighbors have shit , so they just keep going ."
"Here is your parking space, and that crosses.",anger,2,annoyance,"Here is your parking space , and that crosses ."
The neighbor always has something to nag about parking.,anger,2,annoyance,The neighbor always has something to nag about parking .
"We park neatly in front of our own door, in our own driveway, along the HEG.",neutral,6,neutral,"We park neatly in front of our own door , in our own driveway , along the HEG ."
Nobody is bothered by it.,neutral,6,neutral,Nobody is bothered by it .
Only she.,neutral,6,neutral,Only she .
"I'm going to drive back now, but what happens?",fear,3,nervousness,"I am going to drive back now , but what happens ?"
Then I get the blame when I start making chunks.,anger,2,annoyance,Then I get the blame when I start making chunks .
Madam indicates that she has no room enough to drive out.,anger,2,annoyance,Madam indicates that she has no room enough to drive out .
But see how much space you have.,neutral,6,neutral,But see how much space you have .
What will happen if I shade against one or the other?,fear,3,nervousness,What will happen if I shade against one or the other ?
"Oh, goddamn.",anger,2,anger,"Oh , goddamn ."
"Yes, well, I damaged.",anger,2,annoyance,"Yes , well , I damaged ."
"Thank you, standard.",neutral,6,neutral,"Thank you , standard ."
Goddamn.,anger,2,anger,Goddamn .
"Yes, it could also have been a car from the neighbors instead of a bench.",anger,2,annoyance,"Yes , it could also have been a car from the neighbors instead of a bench ."
"The discussion whether or not someone can drive is not with me, but with the CBR.",neutral,6,neutral,"The discussion whether or not someone can drive is not with me , but with the CBR ."
And maybe Master Frank Visser can also give advice in this.,surprise,4,curiosity,And maybe Master Frank Visser can also give advice in this .
"Well, there we are.",neutral,6,neutral,"Well , there we are ."
I hear him.,neutral,6,neutral,I hear him .
I hope I can stand here and that it is well parked.,fear,3,nervousness,I hope I can stand here and that it is well parked .
It is rather sensitive.,anger,2,annoyance,It is rather sensitive .
Let's see where we are.,surprise,4,curiosity,Let us see where we are .
"Olga lives with her family in the corner, at number 15.",neutral,6,neutral,"Olga lives with her family in the corner , at number 15 ."
I think we should be there.,neutral,6,neutral,I think we should be there .
I think we should be there.,neutral,6,neutral,I think we should be there .
I think we should be there.,neutral,6,neutral,I think we should be there .
I think we should be there.,neutral,6,neutral,I think we should be there .
I think we should be there.,neutral,6,neutral,I think we should be there .
I think we should be there.,neutral,6,neutral,I think we should be there .
Olga lives with her family there.,neutral,6,neutral,Olga lives with her family there .
And those are the parked cars.,neutral,6,neutral,And those are the parked cars .
"And Teunie, who lives there at number 11.",neutral,6,neutral,"And Teunie , who lives there at number 11 ."
"And it has a very small, fine, handy, mobile.",neutral,6,neutral,"And it has a very small , fine , handy , mobile ."
First here for coffee.,neutral,6,neutral,First here for coffee .
"Yes, you would say that there is enough space for everyone?",surprise,4,curiosity,"Yes , you would say that there is enough space for everyone ?"
In Amsterdam they are a bit of lead.,neutral,6,neutral,In Amsterdam they are a bit of lead .
There you pay five euros per hour.,neutral,6,neutral,There you pay five euros per hour .
Good morning.,neutral,6,neutral,Good morning .
Good morning. Come on.,neutral,6,neutral,Good morning . Come on .
"Day, Victor. Victor?",neutral,6,neutral,"Day , Victor . Victor ?"
"Yes, I know you. Teunie, right?",neutral,6,neutral,"Yes , I know you . Teunie , right ?"
"Fortunately, then you know what you are starting.",happiness,0,relief,"Fortunately , then you know what you are starting ."
Are you coming a step forward?,neutral,6,neutral,Are you coming a step forward ?
Because I come and chat with you about the parking stuff with the neighbors.,neutral,6,neutral,Because I come and chat with you about the parking stuff with the neighbors .
"Yes, indeed.",neutral,6,neutral,"Yes , indeed ."
"Well, do you just walk with me?",neutral,6,neutral,"Well , do you just walk with me ?"
"Well, this is my parking space.",neutral,6,neutral,"Well , this is my parking space ."
This is your parking space?,surprise,4,curiosity,This is your parking space ?
"That is my own, that is my parking space.",neutral,6,neutral,"That is my own , that is my parking space ."
What is the problem with parking the neighbors?,surprise,4,curiosity,What is the problem with parking the neighbors ?
"Well, their parking space, that ends at the P.",neutral,6,neutral,"Well , their parking space , that ends at the P ."
It is not for nothing that there is a P in it.,anger,2,annoyance,It is not for nothing that there is a P in it .
That means parking.,neutral,6,neutral,That means parking .
So actually you say ...,surprise,4,curiosity,So actually you say . . .
"The parking space of the neighbors runs to the P, to here?",surprise,4,curiosity,"The parking space of the neighbors runs to the P , to here ?"
"And, and.",neutral,6,neutral,"And , and ."
And they stick over it?,anger,2,annoyance,And they stick over it ?
"Yes, if everyone is going to do that ...",anger,2,annoyance,"Yes , if everyone is going to do that . . ."
Then nobody can get out of place anymore.,anger,2,annoyance,Then nobody can get out of place anymore .
"The problem is, I find that very very very very ...",anger,2,annoyance,"The problem is , I find that very very very very . . ."
Because we park neatly on our own parking space ...,happiness,0,pride,Because we park neatly on our own parking space . . .
And that family thinks they have more justice.,anger,2,annoyance,And that family thinks they have more justice .
They park two cars in a row that botheres me.,anger,2,annoyance,They park two cars in a row that botheres me .
How am I doing?,surprise,4,curiosity,How am I doing ?
"This is not allowed, actually?",surprise,4,confusion,"This is not allowed , actually ?"
Why is that not allowed?,surprise,4,curiosity,Why is that not allowed ?
Because you can cause a different nuisance.,anger,2,annoyance,Because you can cause a different nuisance .
You have the regulations ...,neutral,6,neutral,You have the regulations . . .
And they are notarially prepared ...,neutral,6,neutral,And they are notarially prepared . . .
That means you will stick to that.,neutral,6,neutral,That means you will stick to that .
"I already hear it, you are a bit strict.",happiness,0,amusement,"I already hear it , you are a bit strict ."
Then you give nuisance again.,anger,2,annoyance,Then you give nuisance again .
"Yes, that's fine.",neutral,6,neutral,"Yes , that's fine ."
And.,neutral,6,neutral,And .
"Well, then we go.",neutral,6,neutral,"Well , then we go ."
"Well, Teunie, I have to take a good look around me.",surprise,4,curiosity,"Well , Teunie , I have to take a good look around me ."
You live a bit in your own Brokkkantemuseum.,happiness,0,amusement,You live a bit in your own Brokkkantemuseum .
"If you found that, then.",neutral,6,neutral,"If you found that , then ."
But where did you get all those things from?,surprise,4,curiosity,But where did you get all those things from ?
"Yes, all collect, collect, for 40 years.",happiness,0,pride,"Yes , all collect , collect , for 40 years ."
And how long have you been living here?,surprise,4,curiosity,And how long have you been living here ?
"Eh, 21 years old.",neutral,6,neutral,"Eh , 21 years old ."
21 years?,surprise,4,surprise,21 years ?
And how long has the neighborhood been living here?,surprise,4,curiosity,And how long has the neighborhood been living here ?
And how long have the neighbors live there?,surprise,4,curiosity,And how long have the neighbors live there ?
From 2014.,neutral,6,neutral,From 2014 .
And how was that contact with the neighbors in the beginning?,surprise,4,curiosity,And how was that contact with the neighbors in the beginning ?
There was good morning and good afternoon.,neutral,6,neutral,There was good morning and good afternoon .
And then it was you to drink coffee.,neutral,6,neutral,And then it was you to drink coffee .
And.,neutral,6,neutral,And .
But why didn't you like it that much?,surprise,4,curiosity,But why didn't you like it that much ?
Because I see you that you didn't like it that much.,neutral,6,realization,Because I see you that you didn't like it that much .
"No, because we don't love to drink coffee together every time.",anger,2,annoyance,"No , because we do not love to drink coffee together every time ."
"Okay, because she invited you more often.",surprise,4,curiosity,"Okay , because she invited you more often ."
"Yes, then you asked again, yes.",neutral,6,neutral,"Yes , then you asked again , yes ."
"Yes, that's how it goes.",neutral,6,neutral,"Yes , that's how it goes ."
And before you know it you are fat friends with your neighbors.,happiness,0,amusement,And before you know it you are fat friends with your neighbors .
At some point the hassle about parking was created.,anger,2,annoyance,At some point the hassle about parking was created .
When was that about?,surprise,4,curiosity,When was that about ?
"Well, after a while we learned that the father -in -law was going to park his car here.",anger,2,annoyance,"Well , after a while we learned that the father -in -law was going to park his car here ."
The neighbor's father -in -law?,surprise,4,curiosity,The neighbor's father -in -law ?
And.,neutral,6,neutral,And .
"Okay, he came to park his car here?",surprise,4,curiosity,"Okay , he came to park his car here ?"
"Yes, and then the other year.",neutral,6,neutral,"Yes , and then the other year ."
Stock the son and the daughter there one after the other.,neutral,6,neutral,Stock the son and the daughter there one after the other .
"Okay, so the whole family regularly stals the cars on the right?",anger,2,annoyance,"Okay , so the whole family regularly stals the cars on the right ?"
"Yes, two in a row, yes.",neutral,6,neutral,"Yes , two in a row , yes ."
"Yes, and did it stay with the cars?",surprise,4,curiosity,"Yes , and did it stay with the cars ?"
"No, because they are going to buy a camper.",anger,2,annoyance,"No , because they are going to buy a camper ."
"It takes up even more space, because it is also wider.",anger,2,annoyance,"It takes up even more space , because it is also wider ."
One for a weekend or one for six weeks of America?,surprise,4,curiosity,One for a weekend or one for six weeks of America ?
A mammoth.,surprise,4,surprise,A mammoth .
A mammoth?,surprise,4,surprise,A mammoth ?
And.,neutral,6,neutral,And .
And where did he get?,surprise,4,curiosity,And where did he get ?
"Yes, in the parking space of course.",neutral,6,neutral,"Yes , in the parking space of course ."
"Look, here is your parking space.",neutral,6,neutral,"Look , here is your parking space ."
So he crosses here.,neutral,6,neutral,So he crosses here .
"Here, I don't know how much.",surprise,4,confusion,"Here , I do not know how much ."
"Well, then it's just about 22.",neutral,6,neutral,"Well , then it is just about 22 ."
If he crosses.,neutral,6,neutral,If he crosses .
And have you ever said something about it?,surprise,4,curiosity,And have you ever said something about it ?
"From, hey, that camper has to go?",anger,2,annoyance,"From , hey , that camper has to go ?"
"Yes, of course.",neutral,6,neutral,"Yes , of course ."
Written a letter with photos at the chairman of the VVD.,neutral,6,neutral,Written a letter with photos at the chairman of the VVD .
But you don't do that directly?,surprise,4,curiosity,But you do not do that directly ?
"No, because she scolds me.",fear,3,fear,"No , because she scolds me ."
Does she do that?,surprise,4,surprise,Does she do that ?
They have been needed five times. I just had to need.,surprise,4,confusion,They have been needed five times . I just had to need .
Does she say that?,surprise,4,surprise,Does she say that ?
And.,neutral,6,neutral,And .
And when was that then? And why does she say that?,surprise,4,curiosity,And when was that then ? And why does she say that ?
"Well, I am coming to the parking lot.",neutral,6,neutral,"Well , I am coming to the parking lot ."
But then she also walks on the site.,neutral,6,neutral,But then she also walks on the site .
And then they go more and more at me.,anger,2,annoyance,And then they go more and more at me .
But then I raised my finger.,neutral,6,neutral,But then I raised my finger .
"Then I thought, there you have that person again, with that nagging.",anger,2,annoyance,"Then I thought , there you have that person again , with that nagging ."
And.,neutral,6,neutral,And .
"Well, then she started swearing, swearing, swearing.",anger,2,anger,"Well , then she started swearing , swearing , swearing ."
And I saw them driving my own parking lot.,anger,2,annoyance,And I saw them driving my own parking lot .
But you did that?,surprise,4,surprise,But you did that ?
"Yes, when I saw them coming, I did one like that.",neutral,6,neutral,"Yes , when I saw them coming , I did one like that ."
"Then I thought, great, you have them there again.",anger,2,annoyance,"Then I thought , great , you have them there again ."
"No, that's not so neat. But do you like it?",neutral,6,neutral,"No , that's not so neat . But do you like it ?"
Do you like it?,surprise,4,curiosity,Do you like it ?
"No, not once, yes.",neutral,6,neutral,"No , not once , yes ."
But you are also tired of once.,neutral,6,neutral,But you are also tired of once .
If you have my age and you are gone ...,neutral,6,neutral,If you have my age and you are gone . . .
Then you always need to do a pee when you get home.,happiness,0,amusement,Then you always need to do a pee when you get home .
Then I can't go to my own toilet again.,anger,2,annoyance,Then I can't go to my own toilet again .
Because she will get in the road.,anger,2,annoyance,Because she will get in the road .
Because the neighbor really gets in the way?,anger,2,annoyance,Because the neighbor really gets in the way ?
"Yes, if I continued, you would drive them.",neutral,6,neutral,"Yes , if I continued , you would drive them ."
"Well, then it is swearing, swearing.",anger,2,annoyance,"Well , then it is swearing , swearing ."
"But what does she call against you? Yes, you just have to die.",anger,2,anger,"But what does she call against you ? Yes , you just have to die ."
But does she call more?,surprise,4,curiosity,But does she call more ?
"Yes, she calls a lot more. I only listen half.",anger,2,annoyance,"Yes , she calls a lot more . I only listen half ."
Because otherwise you would give them about a meter.,neutral,6,neutral,Because otherwise you would give them about a meter .
"I don't do it, I can control myself.",happiness,0,pride,"I do not do it , I can control myself ."
But I would like to hit them in my lens.,anger,2,anger,But I would like to hit them in my lens .
Then you know what I am. I am not an adventaard.,happiness,0,pride,Then you know what I am . I am not an adventaard .
I am from ... she is 1.57.,neutral,6,neutral,I am from . . . she is 1 . 57 .
Real.,neutral,6,neutral,Real .
"Well, do you also want one?",surprise,4,curiosity,"Well , do you also want one ?"
"No, that is mine. Place here.",neutral,6,neutral,"No , that is mine . Place here ."
O.,neutral,6,neutral,O .
Eh...,neutral,6,neutral,Eh . . .
But how should it all go further?,surprise,4,confusion,But how should it all go further ?
"Yes, how should it all go further?",surprise,4,confusion,"Yes , how should it all go further ?"
"I think, now Master Visser is there ...",happiness,0,optimism,"I think , now Master Visser is there . . ."
That something will change.,happiness,0,optimism,That something will change .
Yes. Because what kind of lady is the neighbor?,surprise,4,curiosity,Yes . Because what kind of lady is the neighbor ?
If you make her way exactly year and evening say.,neutral,6,neutral,If you make her way exactly year and evening say .
Olga's Williswet. Precisely.,neutral,6,neutral,Olga's Williswet . Precisely .
"But we too, if she doesn't get the sentence ...",neutral,6,neutral,"But we too , if she doesn't get the sentence . . ."
"Ooh, well. It is quite a mouth full.",surprise,4,surprise,"Ooh , well . It is quite a mouth full ."
Master Visser will come here soon. Yes.,neutral,6,neutral,Master Visser will come here soon . Yes .
What is your requirement for him?,surprise,4,curiosity,What is your requirement for him ?
That that camper is no longer allowed to come to the site.,happiness,0,optimism,That that camper is no longer allowed to come to the site .
And that I am no longer called names.,happiness,0,optimism,And that I am no longer called names .
And that they no longer park outside their parking space. Yes.,happiness,0,optimism,And that they no longer park outside their parking space . Yes .
When Master Visser is on the road ...,neutral,6,neutral,When Master Visser is on the road . . .
Just take it easy. I am confident.,happiness,0,optimism,Just take it easy . I am confident .
"Happy. Hold that. Yes, we do that.",happiness,0,optimism,"Happy . Hold that . Yes , we do that ."
"Tot staks, it's. Dag.",neutral,6,neutral,"Tot staks , it is . Dag ."
"Now, spicy, hear.",happiness,0,amusement,"Now , spicy , hear ."
You could think ...,surprise,4,curiosity,You could think . . .
But Teunie is not like that. Rules are rules.,happiness,0,pride,But Teunie is not like that . Rules are rules .
As long as you dance to her pipes. To her marrow pipes.,anger,2,annoyance,As long as you dance to her pipes . To her marrow pipes .
Each story has two sides. On to the neighbor.,neutral,6,neutral,Each story has two sides . On to the neighbor .
"Forget the dog, beware of wife.",happiness,0,amusement,"Forget the dog , beware of wife ."
"Yes. Good afternoon, Victor.",neutral,6,neutral,"Yes . Good afternoon , Victor ."
"Hi. Pleasant, Victor. I come to chat with you.",neutral,6,neutral,"Hi . Pleasant , Victor . I come to chat with you ."
You will know that about the hassle with the neighbor.,anger,2,annoyance,You will know that about the hassle with the neighbor .
Fine. Maybe you should put on the jacket.,neutral,6,neutral,Fine . Maybe you should put on the jacket .
"Yes, I'll give you a moment. Please.",neutral,6,neutral,"Yes , I'll give you a moment . Please ."
Rapper dog. Yes.,happiness,0,amusement,Rapper dog . Yes .
"Yes. Well, at least he is happy to see me.",happiness,0,joy,"Yes . Well , at least he is happy to see me ."
"Hi. Yes. Hey, look.",neutral,6,neutral,"Hi . Yes . Hey , look ."
There is the female again. Are you flying lessons?,happiness,0,amusement,There is the female again . Are you flying lessons ?
"Come on. Chop, Chop.",neutral,6,neutral,"Come on . Chop , Chop ."
First I want to walk around here with you.,neutral,6,neutral,First I want to walk around here with you .
Yes. I'm going with you. To talk about the cars.,neutral,6,neutral,Yes . I am going with you . To talk about the cars .
