text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
"And for our last girl Veronica, all I have to say is Valerie you take a look at that",neutral,happiness,neutral,curiosity,neutral,mild,0.5032494,0.41779232,0.5764288,84,False,False,False,False,High
You kicked your sister's ass in this shit,neutral,anger,neutral,disapproval,intense,moderate,0.3475312,0.11519312,0.3900128,41,False,False,False,False,Very Low
This is one of my favorite shots. I'm looking at your face. You're working the outfit. You're playing with it,neutral,happiness,neutral,admiration,intense,mild,0.43466565,0.17950693,0.47761166,109,False,False,False,False,Low
It was a joy to watch you work. You nailed it for me. This is a whole,neutral,anger,neutral,disapproval,moderate,moderate,0.261804,0.11362408,0.4887328,69,False,False,True,False,Very Low
"New blank slate for both of you, whatever expectations you've had wipe that all clean and start proving yourself",neutral,happiness,neutral,admiration,moderate,moderate,0.37239948,0.1421404,0.47110093,112,False,False,True,False,Very Low
"Again, so thank you, Veronica. Thank you. Thank you guys",neutral,happiness,neutral,gratitude,intense,mild,0.52047414,0.17697117,0.4120868,56,False,False,False,False,Medium
"All right, ladies, it's now time for the judges to deliberate and when you come back I'll be announcing who stays and",neutral,fear,neutral,neutral,neutral,moderate,0.37135807,0.15609622,0.42326945,117,False,True,False,False,Very Low
Who'll be going home?,neutral,happiness,neutral,curiosity,moderate,mild,0.5105851,0.7195191,0.6483587,21,False,False,False,False,Very High
14 beautiful girls stand before me,neutral,happiness,neutral,admiration,neutral,mild,0.61451924,0.12771715,0.45491076,34,False,False,False,False,Medium
But I only have 13 photos in my hands,neutral,sadness,neutral,neutral,mild,neutral,0.22008139,0.43936506,0.41622555,37,False,True,False,False,Low
These photos represent the girls who are still in the running towards becoming Asia's Next Top Model,happiness,happiness,excitement,neutral,moderate,mild,0.49515417,0.17685315,0.47650504,100,True,False,False,False,Medium
"Congratulations, Clara. Why are you crying?",sadness,surprise,surprise,confusion,mild,moderate,0.29577667,0.28171426,0.46286654,43,False,False,False,False,Low
I'm looking for a supermodel. No more spoiled princess from here on out. Do you hear me?,neutral,surprise,neutral,confusion,moderate,moderate,0.24696347,0.23347582,0.4488716,88,False,False,True,False,Very Low
"Congratulations, you're still in the running towards becoming Asia's Next Top Model",happiness,happiness,approval,admiration,moderate,mild,0.663029,0.14163888,0.52374834,83,True,False,False,False,High
It turns out you're the twin to beat this week interesting congratulations,neutral,happiness,neutral,curiosity,moderate,mild,0.60710895,0.22455804,0.555776,74,False,False,False,False,High
Congratulations,neutral,happiness,neutral,gratitude,mild,mild,0.653278,0.14009392,0.55030245,15,False,False,True,False,High
Congratulations go join your sis,neutral,happiness,neutral,approval,mild,mild,0.7033682,0.12085991,0.55585384,32,False,False,True,False,High
Your biggest challenge is going to be yourself. Thank you Heidi. Congratulation,neutral,happiness,neutral,gratitude,mild,mild,0.6434467,0.15841979,0.48407894,79,False,False,True,False,High
"Congratulations, you're still in the running towards becoming Asia's Next Top Model, Jenica",happiness,happiness,approval,admiration,moderate,mild,0.6608466,0.13965924,0.5230784,91,True,False,False,False,High
Who's that I like that sass congratulations,neutral,happiness,neutral,curiosity,mild,mild,0.44407284,0.17058457,0.5375001,43,False,False,True,False,Medium
Cindy I need a little bit more emotion from you. Thank you so much,neutral,happiness,neutral,gratitude,mild,mild,0.5321692,0.16709125,0.40419883,66,False,False,True,False,Low
Alicia I look at you and I see strength confidence and fears. You need to soften that find that balance,fear,fear,admiration,optimism,moderate,moderate,0.47059172,0.15746345,0.48945016,103,True,False,True,False,Medium
You had a tough time this week,neutral,happiness,neutral,approval,neutral,mild,0.5899751,0.15703137,0.5250633,30,False,False,False,False,High
I just want to apologize for not being professional and the emotion is really overwhelming for me,neutral,sadness,neutral,sadness,intense,moderate,0.55676526,0.08109776,0.39078885,97,False,False,False,False,Low
But you're still here,neutral,neutral,neutral,neutral,mild,neutral,0.597847,0.83110434,0.7736568,21,True,True,False,False,Very High
And you're gonna fight because girl you're still in the running towards becoming Asia's Next Top Model,happiness,fear,optimism,neutral,moderate,moderate,0.36323926,0.07948011,0.5451253,102,False,False,True,False,Very Low
Pack your bags and leave,neutral,neutral,neutral,neutral,moderate,neutral,0.45670193,0.73052734,0.70393157,24,True,True,False,False,Very High
It was a struggle to get a good photo out of you and the best photo that we did was still not on,neutral,sadness,neutral,optimism,moderate,moderate,0.49940354,0.09171308,0.5269475,96,False,False,True,False,Medium
Par with what we're looking for at this point,neutral,happiness,neutral,curiosity,mild,mild,0.34250206,0.354893,0.48585486,45,False,False,True,False,Medium
So who stays and who's gonna be going home?,neutral,happiness,neutral,curiosity,moderate,mild,0.5590876,0.75909096,0.6793435,43,False,False,False,False,Very High
It's time to find out,neutral,surprise,neutral,curiosity,moderate,mild,0.334078,0.42722052,0.5234262,21,False,False,False,False,High
Oh,neutral,surprise,neutral,surprise,mild,mild,0.5556603,0.16886066,0.37737304,2,False,False,True,False,Low
I'm really disappointed myself because I wanted to do this for my mom. I,neutral,sadness,neutral,sadness,intense,moderate,0.5401227,0.083728634,0.3932827,72,False,False,False,False,Low
Really wanted to be the first Filipina to win this,neutral,happiness,neutral,optimism,intense,moderate,0.3199215,0.13956313,0.48538265,50,False,False,False,False,Very Low
Maybe I stayed in my comfort zone too much because I was thinking that it's just the beginning of the competition,neutral,fear,neutral,confusion,mild,moderate,0.3274519,0.09866507,0.48650622,113,False,False,False,False,Very Low
Maybe I should have like just shown it at first. My life motto is never give up,neutral,sadness,neutral,neutral,moderate,moderate,0.5242442,0.12871063,0.45405152,79,False,True,True,False,Medium
"So even though I'm the first girl to get eliminated, I",sadness,fear,disappointment,fear,moderate,moderate,0.47491693,0.09693694,0.5219507,54,False,False,True,False,Low
Won't give up. I'll stand up after this,neutral,fear,neutral,neutral,intense,moderate,0.37187904,0.17573439,0.4593739,39,False,True,False,False,Low
Next time on Asia's Next Top Model,happiness,happiness,neutral,neutral,neutral,mild,0.5077221,0.2879694,0.430072,34,True,True,False,False,Medium
"Yes, we're gossiping. She's beautiful, but she's fake. It cost zero dollar to be real",neutral,disgust,neutral,disapproval,moderate,moderate,0.46979496,0.17946339,0.42742115,85,False,False,True,False,Low
